1,addcart,178324759345
1,addcart,178324759345
1,addcart,178324759345
1,adshow,178324759345
1,adshow,178324759345
1,addcart,178324759345
1,addcart,178324759345
2,addcart,178324759345
2,adshow,178324759345
2,addcart,178324759345
2,adshow,178324759345
2,addcart,178324759345
2,addcart,178324759345
2,collect,178324759345
3,addcart,178324759345
3,pageview,178324759345
3,addcart,178324759345
3,share,178324759345
3,addcart,178324759345
3,addcart,178324759345
3,share,178324759345
3,addcart,178324759345
3,addcart,178324759345
3,addcart,178324759345
4,addcart,178324759345
4,addcart,178324759345
4,addcart,178324759345
4,addcart,178324759345
4,addcart,178324759345
4,addcart,178324759345
4,addcart,178324759345
4,addcart,178324759345
4,addcart,178324759345
4,addcart,178324759345
4,addcart,178324759345
